,,actual,prediction,teks
4242,,1,-1,bener banget siiipppoooo closing statement cetar bahana
4243,,0,1,bukti ibu demen foto ahokdjarot
4244,,1,-1,bnr tidak do penjara ibu ulang buat kriminal
4245,,0,-1,tidak lindung tanggung politik bapak bakal lebih besar ahokdjarot gakan mgkn tinggal diam jk
4246,,-1,1,well nyata koar bahkan sampai gasuka bapak mostly bukan orang jakarta
4247,,1,-1,tampar anda sungguh sakit semoga mereka sadar
4248,,-1,0,tidak lbh baik atas tawur ajar kerasan sekolah bahkan soeharto
4249,,1,-1,paslon justru seperti om tante tiba datang anak kami
4250,,1,0,salam
4251,,0,-1,tolong akun sgra tindak langgar hukum ujar benci kpd unsur sara
4252,,1,0,besok rencana mau rumah lembang boleh tidak ya
4253,,1,-1,lugas bukan ngarang cerita apa telah laku
4254,,1,-1,mungkin banjarnegara nunggu bupati ahokdjarot dl br jalan alus kali ahokdjarot gagal jkt nyalon sini
4255,,-1,1,program halus laku bapak buat ngusir warga jkt jkt iming dp lbh mending bapak bikin rusun
4256,,0,1,ahokdjarot blusukan pulau ribu masuk pulau pramuka ahokdjarot sambut
4257,,0,-1,ana sungguh lihat the power of emak emak
4258,,0,1,malam sidang hari ahokdjarot semangat lanjut blusukan
4259,,0,-1,cocok lawan
4260,,-1,0,jangan bngga sudah ntup kalijodo dulu kramat tunggak dtutup sekarang eksis mnjdi pusat kgiatan agama hidden agenda
4261,,1,0,elektabilitas tinggi raih ahokdjarot saiful hidayat besar
4262,,1,-1,debat hidup bapak ahokdjarot tidak bukan debat nama ceramah
4263,,-1,1,tonton ratus juta mata tidak sungkan dusta nikmat lebih baik tlh rasa wargajakarta
4264,,0,-1,jngn rusak sistem sudah bagus hanya demi gurbernur maturnuwun sugeng dalu met bobok
4265,,0,1,blusukan ahokdjarot taman baru kalijodo
4266,,1,0,dua
4267,,-1,0,selain agussylvi bapak blunder program rumah aniessandi masuk akal buat suami istri dapat total rp jt
4268,,0,-1,bapak ahokdjarot tolong bapak usut kasus cepat kapok
4269,,1,0,bapak kayak tadi bantu bapak perang malaikat malaikat ya
4270,,-1,0,mungkin kompas salah ahokdjarot tidak pernah salah
4271,,1,0,konfrensi pers bapak bicara bicara apa tidak panjang lebar rakyat butuh bukti bukan nyata
4272,,1,0,ayo
4273,,-1,0,betul kata abang sudah karakter memang sulit rubah lihat closing statement such an ignorances bastard
4274,,-1,0,emang bener ngerusak ngerusak negara
4275,,-1,0,bagaimana mau tanggulang kerasan wong prilaku dia kandung kerasan ya abang
4276,,0,-1,jangan rusak administrasi sudah bentuk jalan atur ibarat tante kim janji tidak logis
4277,,1,0,orang jogja tidak mungkin milih gubernur ya kl tanggal besok nyoblos tidak
4278,,1,0,jalan anak bapak boleh bapak
4279,,1,0,serang sudah cukup tahan kita lihat indonesia bener negara pancasila apa negara agama serang
4280,,0,1,bapak tlng tuk tanggal februari nanti pas hari coblos tetap bagai hari libur
4281,,0,1,nanti bapak menang sudah tentu tuhan harus terima legowo
4282,,1,0,love bapak kalimat tutup juaraaaa
4283,,1,-1,cuma berik jawab tidak meleset tanya laen ngarang bebas
4284,,1,0,berita desember heboh warga saat ahokdjarot blusukan daerah
4285,,1,0,debat final ahokdjarot jangan ajak takut tidak imbang
4286,,0,1,hmm tidak syukur pasti tetap nyalahin walau dah fasilitas
4287,,1,0,cuman orang normal kompleks sayah pasti pilih orang gara dia kompleks tidak pernah banjir end be
4288,,0,-1,hmmm arti makan minum pakai tang kiri set
4289,,0,-1,jangan sampai om tante datang terus rusak atur orang tua
4290,,1,-1,mosok begini bilang suka kerasan verbal keras iya tidak semua orang kali anda maling
4291,,1,0,kaum perempuan demen bapak belum tentu
4292,,0,1,acta cabut gugat blusukan ahokdjarot banjir dukung warga
4293,,1,0,penting oce ya len
4294,,0,-1,tante bkin viral
4295,,0,1,tangis haru derita stroke sambut blusukan ahokdjarot cilincing
4296,,0,-1,asal jangan siram len
4297,,0,-1,blusukan pejaten ahokdjarot dapat laku buruk
4298,,0,1,pimpin jakarta seperti orang tua anak kami ingin anak budi pekerti baik hidup kualitas
4299,,1,0,kata bapak kasar wanita malah kerumun wanita ya
4300,,1,0,kata sepi moment blusukan ahokdjarot paling seru rame j
4301,,-1,0,kunjung rmh teman rusun tanah tinggi silah antum jago teriak banding rusunawa disedi
4302,,-1,1,anak tuhan doa aish
4303,,1,0,hujan tahu sudah mau masuk kantor
4304,,-1,0,afa rizieq presiden firza setress saya emma
4305,,-1,0,jangan lupa kunjung candi hambalang
4306,,-1,0,dy belaga bego atau belaga lupa atau bener lupa ingat gag tau
4307,,1,-1,amennnnn amennnnn tanggal penruari menang telak putar ptg jujur jangan pakai duit ky pasllon
4308,,0,-1,bukti fitnah bapak usut sang sebar fitnah
4309,,0,-1,profile cagub tidak
4310,,-1,0,tafsir salah konstitusi bebas mnjlkn agama semua pakai dalil apa
4311,,1,0,bersih anti korupsi
4312,,-1,0,giniin plokis mana mau rakyat dki tamengin bacot enteng nan coward minta maaf lewat video
4313,,1,0,jangan lupa bogor sudah hari hujan jakarta abang aman banjir kirim bogor
4314,,1,-1,wuiiih kena beneer paslon lain cuma longo
4315,,1,0,hari hujan berani ngajakin gebetan nge date daerah kelapa gading tuhan brsm bapak jajar
4316,,1,0,pastiii
4317,,1,-1,satu gubernur mampu atas banjir sungai kotor bau
4318,,-1,0,mana sang presiden ketika lemah lawan hanya orang gubernur apakah tanda kiamat sudah dekat
4319,,1,0,bukti nyata bicara
4320,,0,-1,mksdnya ahokdjarot bener kl ajar konyol atau iya pic kamu cuman topeng tipu
4321,,0,-1,dpt tebaca bapak susah kalaw korupsi uang ambil niat tidak temu curiga ambil uang tidak bawa niat
4322,,1,0,saya
4323,,0,1,tinggal bikin tempat konser apik buat jkt bapak
4324,,1,0,mungkin mereka lupa cmn era banjir jakarta atas
4325,,1,0,bapak tgs anda plg berat bukan tata jakarta mnyiapkan ganti orang sprti anda pimpin jkt kelak stlh anda gbu
4326,,1,0,selamat aktif kembali bapak semoga segera bapak dapat bantu kami honorer nas didik tidak terima ump bapak
4327,,0,1,titip salam buat warga dki jakarta
4328,,-1,0,lepas bapak kenapa non muslim kata bapak tidak pemimpin jakarta milik semua golong
4329,,-1,0,putar mana lari suara s
4330,,0,-1,jelas belum putus adil apakah sudah siapa nista
4331,,-1,0,ayo ingat kait konsistensi dulu ngatain parpol maju lwt parpol
4332,,0,-1,amplop tebar kota pati
4333,,0,-1,siapa sudah putus valid nista hanya adil
4334,,0,-1,ahokdjarot belum putus tidak sa bukti video nista sudah valid
4335,,1,0,penting hati bapak
4336,,1,0,tanpa bayar murni warga dki
4337,,-1,1,terima kasih atas arogansi jahat kepada umat islam sehingga tingkat iman saya kepada tuhan
4338,,0,-1,jangan stress jes bawa santai selamat istirahat dah
4339,,1,-1,ap mau dpertanyakan hasil sudah lihat nyata tidak dkorupsi anggar
4340,,1,-1,justru anggar dgunakan baik tidak dkorupsi hasil lihat nyata
4341,,1,0,biarpun ktnya prgrm bukan prgrm baru cmn ngelanjut lama minimal hsl ya bapak
4342,,1,0,jangan lupa ya tanggal februari nyoblos tidak
4343,,1,0,beda kelas ama bapak prof roma harus banyak ajar bapak ahokdjarot ya
4344,,0,-1,nonton aadc mana rangga blg bpknya bandel buat tesis bobrok orang pemerintah shg cap komunis mirip nasib ya
4345,,-1,1,saya ridho ikhlas rela mrk semua hidup damai ruang sempit tahan
4346,,0,-1,kamu nanye siape
4347,,-1,0,persepsi emang beda agama bagi kami segala mu adalah ulama kami panutan kami saya cina marga tan
4348,,0,-1,sudah persepsi orang mmng beda disesuaikan fikiran ingin masing go with your cagub luck ya
4349,,1,-1,tidak jelas
4350,,1,-1,tidak omong apa pkknya love full
4351,,0,1,bapak saya tidak punya pilih dki survei smrc agussylvi ahokdjarot aniessandi
4352,,1,0,bapak jangan kcwakan syng bapak buat mrka tmbh mncntai survei smrc agussylvi ahokdjarot aniessandi
4353,,1,0,bahagia lihat bapak duduk kursi langkah awal layan warga dki masa lima tahun
4354,,1,0,bapak bnyk syng bapak tidak sdkt benci bapak survei smrc agussylvi ahokdjarot aniessandi
4355,,0,-1,kl ttg gaya bicara bapak ledak saya tuju hrs rubah dikit kl ttg nista tidak efek buniyani
4356,,-1,0,saya harap bapak presiden dpt sikap bijak benar kasus segera keluar pres pemberhentian sementara
4357,,-1,1,betul sekal sedih bener nasib bapak hrs negarawan pilih cundang
4358,,-1,0,cerita balik aksi dama adalah jangan bicara sisi negatif sedang tuntut adalah soal
4359,,0,-1,calon mertua salto lempar lembing goyang dumang
4360,,1,-1,bukan salah buniyani edit banyak kyai setelah lihat video bilang tidak nista
4361,,-1,1,ahokdjarot memang tipe kerja keras tidak tipe pemimpin
4362,,0,1,pasar rakyat kog tidak lihat jual fef semangat terus bapak lnjutkn pemerintahan jujur transparan profesional
4363,,1,-1,aing bukan orang jakarta aing dukung bapak dunia sudah jajah oleh manusia haus nafsu dunia
4364,,0,1,benar ingat upah kerja benar bawa kepada hidup hasil orang fasik bawa kepa
4365,,-1,0,dulu bilang begitu cuuuk
4366,,1,0,semoga anda dapat rahmat yme
4367,,-1,0,annncuuurrrr
4368,,0,1,sangat beda kita pilih gubernur bukan pilih pemimpin umat pemimpinnya harus agama umat
4369,,0,-1,laporin abang emang ngelanggar abang cuma ngebangun opini sosmed
4370,,-1,0,keliru bila bilang pilih agama lawan konstitusi tidak ngerti konstitusi agak ngerti
4371,,1,0,juru selamat jakarta ahokdjarot ahokdjarot
4372,,0,-1,bikin iri jomlo bapak
4373,,-1,0,milik rusunami milik sendiri pasti tetap bayar iur bulan tadi
4374,,1,-1,om tante jangan ting ya ahokdjarot gubernur
4375,,1,0,contoh wajah indonesia benar
4376,,-1,0,ya tuhan mohon segera tuk mngunci bacot agar neger slmt aqidah kmi trjaga ya robb
4377,,1,-1,selamat kerja kembali gubernur kembali note barang tidak usah dipacking masih lm sana
4378,,-1,0,titik kita rasa para suara suara nabi hilang sifat nabi
4379,,0,-1,mundur pdip boy sadikin saya tidak tahan lihat laku ahokdjarot
4380,,-1,1,geblekkk apakah ahokdjarot aniaya doa tidak manjur banget bukan ulama
4381,,1,-1,ridhomu bukan mu
4382,,0,1,byk dukung nyata buta fanatik pilih boleh beda jangan paksa pilih rakyat pilih
4383,,0,-1,tangtang berani tidak
4384,,0,1,bukti ragam hidup indonesia baik suku maupun agama saling hormat tuhan tidak pilih kasih
4385,,1,-1,tuju bapak bukan cuma om tante ortu mertua
4386,,0,1,kami rindu banjir mana banjir bapak kirim
4387,,1,0,bapak bapak kita jebak macet jam jalan paso giat agama ngadunya mana
4388,,-1,0,semua grgr grgr pemerintah lindung
4389,,-1,1,ahokdjarot pake doa apa doa nista agama atau doa maki warga
4390,,-1,0,emma jimmy lebih punya hati ya
4391,,-1,1,comberan menang dki saya yakin selalu gaduh ibu kota dia punya mulut tidak jaga etika
4392,,1,0,lanjuuuttttt
4393,,-1,0,mau gubernur siapa
4394,,1,0,dtunggu oc gaya jari bapak aniessandi lentik
4395,,1,0,nama bhineka tunggal
4396,,-1,0,fpi pakeaqupolitik
4397,,-1,0,jual kalijodo masih kalah kramat tunggak sekarang islamic center
4398,,1,0,amen bapak jika kalah arti banyak korupsi raja lela menang tutup semua krang rapat rapat
4399,,0,1,doa adalah harap banyak doa banyak harap
4400,,1,0,menang tipis bapak
4401,,1,0,bapak jika bapak kenan kerja kmi sandang disabilitas nas nas dijakarta bapak kmi mampu bapak
4402,,0,1,emma semoga selalu
4403,,0,1,ahokdjarot kembali blusukan dengar keluh warga p
4404,,1,0,tidak sabar buru
4405,,-1,0,kalian langgar konstitusi tidak mengnonaktifkan
4406,,0,-1,saya tidak ngerti masalah
4407,,-1,0,bukan target utama para maniak khilafah tetap bapak target sungguh
4408,,1,0,terus ya menang survei
4409,,0,-1,closing statement paling santun nyerang personal
4410,,1,0,blusukan ahokdjarot sapa warga derita polio kaus agussylvi agussylvi
4411,,1,0,sptnya kl menang jistru balik anak sekolah main lapang kali jodo
4412,,0,-1,selamat pagi abang tolong sampa agar mulut bapak mulut plester dulu hari
4413,,-1,0,ayo bela terus ahokdjarot dunia tau kalian mmg gd beda indonesia tergedradasi kalian enjoy langgar hukum
4414,,-1,0,mafia tanah fatmawati semprot gara mau nyuap m
4415,,1,0,siaap makasih mba cantik
4416,,-1,1,kita doa beliau dapat hidayah memberhentikan
4417,,0,-1,ahokdjarot harus mnjaga mulut comment tidak perlu aplg dpn wartawan pilkada
4418,,-1,0,nyalahin tuhan berik sadap
4419,,-1,0,tidak butuh
4420,,-1,1,nyalahin kalian waras tidak mau cuti kalian caci bukti jakarta butuh ahokdjarot ahokdjarot cuti thn tenggelam kamu semua
4421,,-1,1,dakwa baru hari gubernur jakarta banjir stlh bulan tanpa banjir
4422,,-1,0,mungkin perlu inisiasi aksi agar hrs fh bs sambil valentine
4423,,-1,1,al maidah hanya berlaky buat bapak ahokdjarot orang
4424,,-1,0,hanya curang menang anda jelas curang terdkwa abang lantik paham
4425,,-1,0,islam pilih berdasrkan agama jika melannggr konstitusi apakah anda tidak melanggr pasal ayat gagal paham
4426,,1,0,bandung abang rk jakarta ahokdjarot daerah lain silah contoh apbd jika t
4427,,1,-1,pasuk orange khan sibuk
4428,,-1,0,selamat datang air genang sambut mu
4429,,1,0,tidak usah disadarin abang ambil ati pandji timses anggap hibur penting pas nyoblos nomor
4430,,1,0,pagi sptnya bapak layak siswa kembali sekolah stlh libur panjang selamat tugas kembali layan warga jkt
4431,,0,-1,tim sprt semua
4432,,1,0,tuju bapak menteri
4433,,1,0,jkt tidak banjir l
4434,,-1,1,baik sekal banjir mau sambut kembali bapak
4435,,1,-1,bapak orang muslim pribumi mungkin lawan politik hilang kepala pikir bagaimana craa fitnah bapak ahokdjarot
4436,,0,-1,kita lihat benar tuhan tk bs bikin hoax tk lupa doa n berjuan
4437,,0,1,seperti gitu benar maha kuasa tuhan baik baik makar
4438,,0,1,jujur bapak ahokdjarot
4439,,-1,0,jangan lupa tantang turun hujan
4440,,-1,0,istigfar abang nyebut syahadat gih
4441,,-1,1,masih tetap tahun
4442,,1,0,miamia bukti nyata gema sampai cairo mesir tanpa harus arab
4443,,0,1,tidak cuma banjir hujan potensi lahir rindu rindu tidak jelas mohon bapak siap pasuk bersih bersih rindu
4444,,0,-1,benar ahokdjarot alias parah
4445,,-1,0,bukan nanti mulai salah jomblo
4446,,1,0,siddiq tabligh amanah fatonah bapak prilaku sudah muslim cuman belum dapat hidayah
4447,,-1,0,wah justru setelah aktif
4448,,-1,0,jakarta guyur hujan sejak pagi kampung pulo banjir cuma halo hox kmp pulo banjir gusur gih
4449,,-1,1,saya bukan warga jkt mau ikut poling opsi saya butuhkn tidak x putar tidak menang
4450,,0,-1,logika balik bung tu sudah lama n berlaku kpd siapa tidak cuma bapak harus tau patuh
4451,,1,0,teman melborne aus
4452,,-1,1,semoga ahokdjarot kalah
4453,,-1,0,wakil rakyat mana miris
4454,,0,1,ahokdjarot nonmuslim ingin politik negara mayoritas muslim harus siap terima nyata muslim punya cara pilih pemimpin
4455,,-1,0,jabat presiden sandang tidak makna jabat gubernur dki sandang
4456,,-1,0,banyak ikut ciut yut
4457,,-1,0,panjang saya tau semua atur kena hadap seluruh pns kepala daerah sangkut masalah hukum kecuali ahokdjarot
4458,,0,1,sampai tanggal ahokdjarot jangan pecat siapa ahokdjarot cinta kotak lama masa tenang semua keep calm dulu
4459,,0,-1,entah saya tidak kompeten nilai pinter gaknya seseorang ruang publik pribadi
4460,,0,1,damai jakarta
4461,,-1,0,negara begini bapak apa gara bapak pasang badan langgar konstitusi hendak rakyat
4462,,-1,1,negara begini bapak bapak bilang tunduk konstitusi hendak rakyat kenapa tidak tunduk dua
4463,,-1,1,hari pertama aktif kembali banjir sudah sambut bapak
4464,,-1,0,wah tau ya ma
4465,,0,1,semoga street food jakarta tidak spt
4466,,-1,0,kenapa ya sbg wakil rakyat kerja hanya jatuh
4467,,-1,0,bapak coba mohon cabut wenang bapak gubernur alam semesta sudah protes bapak
4468,,-1,0,bg coba bal basis pdip dukung sana sebut karya seni pantai kayak gitu serak
4469,,-1,0,bagus mbah mantan
4470,,-1,0,ni om panasbungnha
4471,,-1,0,mbak mbok dipljari dulu sejarah lahir bpjs regulasi mngamanatkannya kliatan ilmu
4472,,-1,1,kumaha sia wae ahokdjarot bener bgi ummat islam pilih pemimpin kafir lawan perintah tuhan subhana wata ala
4473,,-1,1,gara gara bapak bapak bapak jarot
4474,,1,-1,iya selamat tugas kembali bapak jgan lula status dakwa
4475,,1,0,belum tidur jangan lupa doa satu bapake kait status mr bagaimana ya
4476,,1,-1,kamu sadar tidak abang semenjak bapak gubernur jakarta minggu hujan mulu belum banjir mau nyoba belum pasti
4477,,-1,0,tanya apakah kita masih percaya dpr
4478,,0,-1,bagaimana makan bayar
4479,,-1,0,ahokdjarot orang bijak bijak kecoplosan
4480,,1,0,bsk senin selamat tugas kembalik bapak
4481,,-1,1,tanda alam jakarta sudah tidak nerima ahokdjarot
4482,,1,0,ayo jangan lupa tanggal joblos tidak seperti
4483,,1,0,bro orang ikhlas taat atur sayang tuhan
4484,,-1,1,mereka warga jakarta bilang bapak kerja cuma ngegusur tidak maju jakarta sini medan atau tukeran gubernur
4485,,0,-1,tolong jangan korban masyarakat demi politik sangat resiko
4486,,0,-1,kafir non muslim
4487,,-1,0,salah sepele fatal abang akibat banyak saksi lihat tidak pemukulan
4488,,-1,0,woi pernah kantor didpr
4489,,0,-1,ya tidak apa apa saya sini cuman orang biasa tidak mungkin saya bertemen orang hebat
4490,,0,-1,sudah bagi smua belum
4491,,0,1,assalmualikum saya tidak ajak bagi juang ahokdjarot
4492,,0,-1,emoh dingiiin suruh abang
4493,,-1,0,minta ganti rugi bapak
4494,,-1,1,ikhlas tidak bapak
4495,,0,1,terima kasih bapak tjipta widjaja
4496,,0,1,terus masalah buat anda saya pilih siapa
4497,,-1,0,umat islam larang keras pilih pemimpin non muslim sudah jelas al quran surat al maidah ayat
4498,,1,0,muantabs saya
4499,,-1,0,paslon tidak sungguh tidak tahu diri tks bapak tweetnya cerah
4500,,1,-1,mulai gigit gemes brad pitt yakin banyak milih bapak berdasarka
4501,,1,0,bagi jika bukan tidak sudi ya jika rakyat ahokdjarot juang
4502,,-1,0,ahokdjarot banjir masuk musim hujan banyak tonton banjir beberapa wil jakarta
4503,,-1,0,apa maksud rumah vertikal bapak rumah susun bangun bantaran kali mangkrak proyekny
4504,,-1,0,pilih pemimpin beda agama tidak larang konstitusi orang islam larang pilih pemimpin non muslim
4505,,0,1,boleh pilih agama tidak ya ahokdjarot
4506,,-1,1,malam bapak gubernur maaf bapak muslim ya agama bapak nista oleh tidak percaya tanya mu
4507,,0,-1,dpr tidak memberhentikan jaksa polri tolak
4508,,0,-1,belum dobel minoritas masih halal
4509,,1,0,pandji dukung ahokdjarot bantu renovasi sikat habis markup biaya renovasi renovasi bukan bangun
4510,,0,1,reminder bapak kait henti sementara sbg gubernur dki setelah selesai cuti kampanye
4511,,1,0,uda beberapa hari jkt ujan terus terus kenapa tidak banjir ya
4512,,-1,0,patut duga bersit niat tentu bagai ulah
4513,,-1,0,mean belum bapak bapak jokowi airnyah tidak kasih jalan maybe apbd nyah buat jalan sana mari
4514,,0,-1,mohon bantu bapak ekskul kami bubar cara arogan terima kasih
4515,,1,0,baik banget ngurusin listrik saya
4516,,0,-1,asas hukum pidana adalah ancam penjara adalah paling lama ancam paling singkat pasang paling lama
4517,,-1,0,takbir ngeroyok perempuan bukti
4518,,0,-1,rupa nyata sertijab kemarin buat gerah smpai ngetwit bareng bagaimana
4519,,0,-1,apakah nista agama ancam pidana penjara paling singkat thn tidak ancam penjara paling lama thn
4520,,-1,0,cara tidak lsg nyinyirin yakin agama islam padahal pilih adlh masing tiap wni
4521,,-1,0,gegara ahokdjarot mah ahokdjarot bikin ribut menag sampai harus klarifikasi
4522,,1,0,kaga pernah banjir gading hebat
4523,,1,-1,pilgub foke bs kalah lwannya emank luar biasa getho
4524,,-1,0,tiap zaman munafiqunnya
4525,,0,-1,alm cocok neg muslim bukan neg ind
4526,,-1,0,coba ajar baca semua tweetnya malam
4527,,0,-1,alm cocok cari pemimpin mesjid
4528,,1,0,balik suka gitu
4529,,-1,0,alm lawan bhineka
4530,,0,-1,ind neg bhineka bukan neg islam
4531,,0,-1,nama basuki malah nurut arifin segala benar tidak erik betul
4532,,0,1,apa apresiasi hadap prestasi
4533,,-1,0,saya anda bersih jika relawan anda laku black campaign saya kutuk keras jika anda tidak laku hal saya se usut
4534,,-1,0,ya mulai selasa senin paksa laden hendak para pemaksa hendak menggunakn agama politik
4535,,-1,0,mungkin rasa punya negara tidak boleh kritik
4536,,0,-1,kasih fpi sbagaimna fpi umat muslim indonesia mngasihi kamu
4537,,-1,0,bapak menteri mari bukti pemerintah tidak pihak segera non aktif sementara bapak
4538,,0,-1,upolitik pake rohani pake agama
4539,,-1,0,alm lawan bhineka
4540,,0,1,tidak pilih ras bebas
4541,,0,-1,suai halal kafir pemimpin
4542,,-1,0,engkoh tidak paham sila pancasila pasal uud
4543,,-1,0,benar bapak menag ajar dulu ya bapak
4544,,0,-1,maaf saran saya sbaikx mulai sekarang jangan komen apa dulu musuh bicara jelek mrk capek sndiri jk anda menang
4545,,-1,0,mosok tega gitu
4546,,0,-1,pilih dasar agama lawan konstitusi pilih dakwa perkara hukum kasih mahkota emas baginda
4547,,0,1,kita lihat nanti mau siapa kabul segala pasti atas izin tuhan
4548,,-1,1,doa luar dki semoga ahokdjarot kalah
4549,,-1,0,turut bapak langgar bapak
4550,,0,-1,orang muslim apa masih kurang jelas
4551,,1,0,rindu respon mr
4552,,-1,0,ingat situasi setelah nyata ahokdjarot tntg al maidah harus jpu dakwa psl kandung unsur pecah belah bangsa
4553,,1,0,juara semua sisi poling apa
4554,,1,0,baru bijak kata
4555,,1,0,pupu saya ahoker berat prewed sampai pakek kotak
4556,,1,0,om aniessandi saya daftar rumah tanpa dp cicil lama tahun
4557,,-1,0,tidak perlu tanya bapak mereka tidak mungkin nyarankan agar pemilih pilih iman dia tidak erti islam
4558,,-1,0,smentara angkat kmbali diri mlanggar konstitusi
4559,,1,-1,domba utus tengah tengah serigala berani mati selamat uang negara basmi koruptor
4560,,-1,0,ahokdjarot atm berjln buat nyonya bsr politik kjam atm sring rsak tinggal buang
4561,,1,0,sudah dpt n baca buku bareng sm keluarga kecil benar tauladan positive kehidupn n tmbah cin
4562,,0,1,bapak semoga lebih bijak anda kita hormat anda hrs hormat orang bebas men
4563,,-1,0,gubernur illegal langgar konstitusi
4564,,-1,0,nie om bapak gubernur langsung banjir
4565,,-1,0,saya tidak politis banget tidak tau kenapa besok masuk kerja
4566,,1,0,lama banget laku
4567,,-1,0,kata muat media demikian bapak turut saya nyata fatal
4568,,0,-1,ulama umat islam polisi semangat betul mau merosesnya coba kasus mati suri
4569,,1,0,sudah antisipasi tu tidak
4570,,1,-1,kerja nyata bukan cuma jual mimpi
4571,,0,1,bukti netral mendagri bapak bsa lihat plt gubernur dki sngat tolak belakang
4572,,1,0,bapak mmg selainspp gratis tingkat sman saya tidak deg an ank dganggu preman usul bapak kpn smpn dgra
4573,,0,-1,hmmm awas dilaporin kena resufle kamu
4574,,-1,0,tag entah kenapa kata kata anda hampir selalu timbul masalah bapak basuki
4575,,0,-1,pake kotak ntar usir kira kampanye
4576,,-1,0,tegas oleh mendagri bapak jika nanti tuntut jaksa thn maka akn henti sementara jika kurang thn
4577,,-1,0,abang kira ketika bapak bicara konstitusi kodok bapak tawa tidak abang
4578,,0,1,ahokdjarot harus ajar harga beda harga orang islam punya tuntun cara pilih pemimpin
4579,,0,-1,bebas umat islam milih tugas kita saudara iman cuma ngingetin bukan maksa
4580,,1,0,jembatan keren jemabatan belum jmbatan kya gni jakarta baru
4581,,1,-1,lihat dulu tempat banjir kaya bagaimana sekarang ujan sudah tidak tkut buat banjir brkt
4582,,0,-1,lowngn krj ya
4583,,-1,0,saya dukung pemilih tidak
4584,,0,-1,apakah berhianat tidak suka sm semua bs ubah hny demi kuasa tiada abadi
4585,,0,-1,kita bangsa religius pilih cagub dasar yakin agama sekal tidak langgar konstitusi
4586,,0,-1,partai politik pemimpin partai sendiri ketua rw warga tempat kl umat islam wajar saudara iman
4587,,1,-1,ahokdjarot sindir orang ygbohongipakealm
4588,,1,-1,orang tidak milih nomor dua aneh alias bodoh sudah jelas nyata kerja hasil
4589,,0,-1,smg tidak dusta indikasi suara ya
4590,,1,-1,ahokdjarot sindir oknupol ygpake almupol
4591,,1,0,berkat kinerja ayan sehat tingkat rumah sakit umum camat
4592,,0,-1,tanya konstitusi mana jangan asal omong
4593,,-1,1,coblos dapat minyak ya
4594,,0,1,pilih jodoh suai iman langgar konstitusi cinta asyik
4595,,1,0,jakarta tidak banjir ya padahal jabodetabek kitar beberapa hari guyur hujan
4596,,0,-1,harus sumpah pilih gubernur muslim langgar konstitusi
4597,,-1,1,sempurna public speaking ahokdjarot debat kemarin
4598,,0,-1,kata kpk bukan kata timses ya
4599,,0,1,abang menang berani tidak minta maaf umat islam demi satu tidak korslet kita negara makasih
4600,,0,1,apa pilih
4601,,1,-1,sidang rekayasa ahokdjarot pasti bebas umat muslim dibohongin pakai acara ahokdjarot mati demi uang
4602,,1,0,sejahtera umat islam
4603,,1,0,apa hasil bapak basuki sudah bagi sejarah bangsa
4604,,1,0,sudah bangun masjid nyata
4605,,0,-1,pilih tu siapa tekan kamu jaga mulut
4606,,-1,1,kangen lapor katulampa bogor kangen tenggelam semoga bapak tidak menang kami nostalgia
4607,,0,-1,lo in
4608,,1,0,barusan saya nonton berita tv banjir mana tidak berita banjir jakarta ya bapak
4609,,0,1,bikin rameeeeee bapak
4610,,-1,0,sering ngakak saat dengar baca komentar saat para jilat ikut masih setia
4611,,-1,1,diomelin bapak ahoknya bapak dia suka jerumus ummat bapak
4612,,-1,0,rama menteri agama islam pidato ahokdjarot kyknya bakal rameeeee be be be
4613,,-1,0,bapak mmang tidk mudh mngubah prilaku sya yakin bapak bapak belum bnyk berubh statemny bapak bikin jengkel ialah
4614,,-1,0,sejak kapan ahli hukum barangkali ahokdjarot murid
4615,,-1,0,dulu hujat jelek prabowo sekarang jilat pantan prabowo apa contoh pemimpin lihat baik
4616,,1,0,bapak selalu basis kinerja bukan agama mungkin masuk pas milih calon isteri kar
4617,,1,0,fef orang crdas dkg basuki
4618,,0,1,dulu bapak milih isteri kinerja
4619,,1,0,bapak kita boleh pake baju kotak kotak tidak relawan awal pilkada
4620,,0,1,masa cuti kampanye habis kembal jabat gubernur dki
4621,,-1,0,pribadi masing masing lawan konstitusi ndasmuuu orang mau mlh dasar agama ras suku serah
4622,,0,-1,orang normal sudah paham
4623,,0,-1,sah sah tidak laranganya pilih dasar agama masalh jika paksa
4624,,1,0,saya pilih aniessandi aniessandi iman akhlak apa saya langgar konstitusi bagaimana
4625,,0,1,blusukan ahokdjarot pulau kelapa ibu ibu ngadu ahokdjarot ahokdjarot nanti ibu
4626,,-1,0,om aniessandi selesa dulu para karyawan kerja usaha lo kasihan phk
4627,,0,-1,nggk hub malah contoh berani banyak
4628,,1,-1,fakta hasil kerja zaman bukan isu bukan retorika
4629,,1,0,coba fikir apa jakarta tidak
4630,,0,-1,tidak bukti hoax sudah jelas junjung
4631,,1,-1,jika lihat foto bayang moshing lelaki tulen tanpa perlu moshing sudah
4632,,-1,0,coba tanya bapak konstitusi china mungkin pakai beliau sbg dasar berpendapat
4633,,-1,0,kura perahu pura tidak tau ngopi sruput
4634,,0,1,semoga damai hati damai jakarta damai alam semesta raya indonesia
4635,,0,1,bapak saya lebih senang andai depan gandaria smart mall bangun halte busway
